ID,Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout
865,Prospect Park,(718) 965-8951,4.5,0,11215,NY,Brooklyn,95 Prospect Park W,No,No
866,Raku,(212) 228-1324,4.5,$$,10003,NY,New York,342 E 6th St,Yes,Yes
867,BeeHive Oven Biscuit Cafe,(347) 987-4960,4.5,$$,11211,NY,Brooklyn,182 S 2nd St,Yes,Yes
868,Luke's Lobster,(212) 747-1700,4.5,$$,10004,NY,New York,26 S William St,No,Yes
869,Aahar Indian Cuisine,(646) 649-3374,4.5,$$,10007,NY,New York,10 Murray St,Yes,Yes
870,Ray's Candy Store,(000) 000-0000,4.5,$,10009,NY,New York,113 Ave A,No,Yes
871,La Colombe Coffee,(212) 625-1717,4.5,$$,10012,NY,New York,270 Lafayette St,No,Yes
872,Frisson Espresso,(646) 850-3928,4.5,$,10036,NY,New York,326 W 47th St,No,Yes
873,The Moonlight Mile,(718) 389-3904,5,$$,11222,NY,Brooklyn,200 Franklin St,No,No
874,Rizzo's Fine Pizza Co,(646) 454-1262,4.5,$$,10002,NY,New York,17 Clinton St,Yes,Yes
875,Central Park,(212) 310-6600,5,0,10022,NY,New York,14 E 60th St,No,No
876,Gaia Italian Cafe,(646) 350-3977,4.5,$,10002,NY,New York,251 E Houston St,No,No
877,The Eddy,(646) 895-9884,4.5,$$$,10003,NY,New York,342 E 6th St,No,No
878,Green-Wood,(718) 768-7300,5,0,11232,NY,Brooklyn,500 - 25th St,No,No
879,Flatiron Building,(000) 000-0000,4.5,0,10010,NY,New York,175 5th Ave & Broadway,No,No
880,Harry & Ida's Meat and Supply,(646) 864-0967,4.5,$$,10009,NY,New York,189 Ave A,Yes,Yes
881,Govinda's Vegetarian,(718) 855-6714,4.5,$,11217,NY,Brooklyn,305 Schermerhorn St,No,Yes
882,Pylos,(212) 473-0220,4.5,$$$,10009,NY,New York,128 E 7th St,No,Yes
883,12 Corners,(646) 717-2849,4.5,$,10002,NY,New York,155 E Broadway,No,Yes
884,Baba's Pierogies,(718) 222-0777,4.5,$$,11215,NY,Brooklyn,295 3rd Ave,Yes,Yes
885,Sushi Nakazawa,(212) 924-2212,4.5,$$$$,10014,NY,New York,23 Commerce St,No,No
886,Greecologies,(212) 941-0100,4.5,$$,10013,NY,New York,379 Broome St,No,Yes
887,Arts and Crafts Beer Parlor,(646) 678-5263,4.5,$$,10011,NY,New York,26 W 8th St,No,No
888,Patsys Pizzeria,(718) 622-2268,4.5,$$,11217,NY,Brooklyn,450 Dean St,No,Yes
889,La Goulette,(347) 689-4126,4.5,$$,11249,NY,Brooklyn,159 Grand St,No,Yes
890,NY Dosas,(917) 710-2092,4.5,$,10014,NY,New York,50 Washington Sq S,No,Yes
891,Breads Bakery,(212) 633-2253,4.5,$$,10003,NY,New York,18 E 16th St,No,Yes
892,Gotham Bar and Grill,(212) 620-4020,4.5,$$$$,10003,NY,New York,12 E 12th St,No,No
893,Top of the Rock,(212) 698-2000,4.5,0,10112,NY,New York,30 Rockefeller Ctr,No,No
894,Kyo Ya,(212) 982-4140,4.5,$$$$,10009,NY,New York,94 E 7th St,No,No
895,La Sirene,(212) 925-3061,4.5,$$$,10013,NY,New York,558 Broome St,No,No
896,Kitchen Grill Indian Restaurant,(718) 789-7800,4.5,$$,11238,NY,Brooklyn,914A Fulton St,Yes,Yes
897,Angel's Share,(212) 777-5415,4.5,$$$,10003,NY,New York,8 Stuyvesant St,No,No
898,Amelie,(212) 533-2962,4.5,$$,10011,NY,New York,22 W 8th St,No,No
899,Hudson Eats At Brookfield Place,(212) 978-1698,4.5,$$,10281,NY,New York,225 Liberty St,No,Yes
900,Chickpea & Olive,(347) 994-9442,5,$$,11215,NY,Brooklyn,214 3rd St,No,Yes
901,Burger & Lobster,(646) 833-7532,4.5,$$,10011,NY,New York,39 W 19th St,No,Yes
902,The MasalaWala,(212) 358-9300,4.5,$$,10002,NY,New York,179 Essex St,Yes,Yes
903,Kichin,(718) 599-1002,5,$$,11211,NY,Brooklyn,297 Broadway,Yes,Yes
904,La Colombe Coffee,(212) 677-5834,4.5,$$,10003,NY,New York,400 Lafayette St,No,Yes
905,Doka Square,(646) 918-7919,4.5,$$,10002,NY,New York,53 Delancey St,No,Yes
906,6BC Botanical Garden,(000) 000-0000,5,0,10009,NY,New York,622 6th St,No,No
907,Governors Island National Monument,(212) 825-3045,4.5,0,10004,NY,New York,10 S St,No,No
908,Parisi Bakery,(212) 226-6378,4.5,$,10012,NY,New York,198 Mott St,No,Yes
909,Lucali,(718) 858-4086,4.5,$$,11231,NY,Brooklyn,575 Henry St,No,Yes
910,Le Bernardin,(212) 554-1515,4.5,$$$$,10019,NY,New York,155 W 51st St,No,No
911,The Blue Light Speak Cheesy,(714) 519-6374,5,$,11222,NY,Brooklyn,114 Greenpoint Ave,No,Yes
912,Atera,(212) 226-1444,4.5,$$$$,10013,NY,New York,77 Worth St,No,No
913,Mamoun's Falafel,(212) 674-8685,4.5,$,10012,NY,New York,119 MacDougal St,No,Yes
914,Pocket Bar NYC,(646) 682-9062,4.5,$$,10036,NY,New York,455 W 48th St,No,No
915,The Boil,(212) 925-8815,4.5,$$,10002,NY,New York,139 Chrystie St,No,Yes
916,Kiki's,(646) 882-7052,4.5,$$,10002,NY,New York,130 Division St,No,Yes
917,Empire-Fulton Ferry State Park,(718) 858-4708,4.5,0,11201,NY,Brooklyn,26 New Dock St,No,No
918,Sunny's Bar,(718) 625-8211,4.5,$,11231,NY,Brooklyn,253 Conover St,No,No
919,Round K,(917) 475-1423,4.5,$,10002,NY,New York,99 Allen St,No,Yes
920,Hawa Smoothies & Bubble Tea,(646) 864-1090,4.5,$,10009,NY,New York,422 E 14th St,No,Yes
921,Pause Cafe,(212) 677-5415,4.5,$,10002,NY,New York,3 Clinton St,Yes,Yes
922,The Jolly Goat Coffee Bar,(646) 509-8957,4.5,$,10036,NY,New York,515 W 47th St,No,Yes
923,Pates Et Traditions,(718) 302-1878,4.5,$$,11211,NY,Brooklyn,52 Havemeyer St,Yes,Yes
924,Il Bambino,(212) 228-2466,4.5,$$,10011,NY,New York,48 W 8th St,Yes,Yes
925,Sunny and Annie's,(212) 677-3131,4.5,$,10003,NY,New York,94 Ave B,Yes,Yes
926,Traif,(347) 844-9578,4.5,$$$,11211,NY,Brooklyn,229 S 4th St,No,No
927,Cafe Integral,(646) 801-5747,4.5,$,10013,NY,New York,135 Grand St,No,Yes
928,Taureau,(212) 228-2222,4.5,$$$,10013,NY,New York,558 Broome St,No,No
929,Cafe Mogador,(718) 486-9222,4.5,$$,11211,NY,Brooklyn,133 Wythe Ave,No,Yes
930,Best Bagel and Coffee,(212) 564-4409,4.5,$,10001,NY,New York,225 W 35th St,No,Yes
931,Bowery Ballroom,(212) 533-2111,4.5,$$,10002,NY,New York,6 Delancey St,No,No
932,The Wayland,(212) 777-7022,4.5,$$,10009,NY,New York,700 E 9th St,No,No
933,Washington Square Park,(000) 000-0000,4.5,0,10011,NY,New York,1 Washington Sq E,No,No
934,Dinnertable,(000) 000-0000,4.5,$$$,10009,NY,New York,206 Avenue A,No,No
935,Kopitiam,(646) 894-7081,4.5,$,10002,NY,New York,51B Canal St,No,Yes
936,Lorimer Market,(718) 389-2691,4.5,$,11211,NY,Brooklyn,620 Lorimer St,Yes,Yes
937,Statue of Liberty,(212) 363-3200,4.5,0,10004,NY,New York,Liberty Island,No,No
938,Per Se,(212) 823-9335,4.5,$$$$,10019,NY,New York,10 Columbus Cir,No,No
939,Tac N Roll,(212) 353-0800,4.5,$,10003,NY,New York,124 E 4th St,Yes,Yes
940,Yerba Buena,(212) 529-2919,4.5,$$$,10009,NY,New York,23 Ave A,Yes,Yes
941,Stumptown Coffee Roasters,(855) 711-3385,4.5,$$,10001,NY,New York,20 W 29th St,No,Yes
942,Aquagrill,(212) 274-0505,4,$$$,10012,NY,New York,210 Spring Street,No,Yes
943,Blue Hill,(212) 539-1776,4.5,$$$$,10011,NY,New York,75 Washington Pl,No,No
944,Siggy's Good Food,(212) 226-5775,4.5,$$,10012,NY,New York,292 Elizabeth St,Yes,Yes
945,Bluestockings,(212) 777-6028,4.5,$$,10002,NY,New York,172 Allen St,No,No
946,Juicology,(212) 695-0628,4.5,$,10001,NY,New York,387 8th Ave,No,Yes
947,Pommes Frites,(212) 674-1234,4.5,$,10012,NY,New York,128 Macdougal St,No,Yes
948,McSorley's Old Ale House,(212) 473-9148,4,$,10003,NY,New York,15 E 7th St,No,No
949,Old Man Hustle,(212) 253-7747,4.5,$,10002,NY,New York,39 Essex St,No,No
950,New York City,(000) 000-0000,4.5,0,10004,NY,New York,NY 100,No,No
951,Adoro Lei,(646) 666-5096,4.5,$$,10013,NY,New York,287 Hudson St,Yes,Yes
952,Blue Ribbon,(212) 691-0404,4.5,$$$,10014,NY,New York,34 Downing St,No,No
953,Bombay Grill,(718) 484-0004,4.5,$$,11216,NY,Brooklyn,1176 Bedford Ave,Yes,Yes
954,Blue Ribbon Brasserie,(212) 274-0404,4.5,$$$,10012,NY,New York,97 Sullivan St,No,No
955,Shu Jiao Fu Zhou Cuisine Restaurant,(212) 625-2532,4.5,$,10002,NY,New York,118 Eldridge St,No,Yes
956,Annisa,(212) 741-6699,4.5,$$$$,10014,NY,New York,13 Barrow St,No,No
957,Galata Mediterranean Cuisine,(212) 683-9206,4.5,$$,10016,NY,New York,212 E 34th St,Yes,Yes
958,Dear Irving,(000) 000-0000,4.5,$$$,10003,NY,New York,55 Irving Pl,No,No
959,Daniel,(212) 288-0033,4.5,$$$$,10065,NY,New York,60 E 65th St.,No,No
960,New York Bakery,(212) 213-2838,4.5,$,10001,NY,New York,51 W 29th St,No,Yes
961,Amor y Amargo,(212) 614-6818,4.5,$$,10009,NY,New York,443 E 6th St,No,No
962,Scalini Fedeli,(212) 528-0400,4.5,$$$$,10013,NY,New York,165 Duane St,No,No
963,Greenacre Park,(212) 838-0528,4.5,0,10022,NY,New York,217 E 51st St,No,No
964,Caracas Arepa Bar,(212) 529-2314,4,$$,10009,NY,New York,93 1/2 E 7th St,No,Yes
965,Paulie Gee's,(347) 987-3747,4.5,$$,11222,NY,Brooklyn,60 Greenpoint Ave,No,No
966,Sun's Organic Garden,(917) 362-6662,4.5,$$,10013,NY,New York,79 Bayard St,No,Yes
967,Taim Mobile Falafel & Smoothie Truck,(212) 219-2216,4.5,$,10014,NY,New York,New York,No,Yes
968,Taboonette,(212) 510-7881,4.5,$$,10003,NY,New York,30 E 13th St,Yes,Yes
969,City of Saints Coffee Roasters,(646) 590-1624,4.5,$$,10003,NY,New York,79 E 10th St,No,Yes
970,Caffe Vita,(212) 260-8482,4.5,$$,10002,NY,New York,124 Ludlow St,No,Yes
971,The Musket Room,(212) 219-0764,4.5,$$$,10012,NY,New York,265 Elizabeth St,No,No
972,Fishmarket Restaurant,(917) 363-8101,4.5,$$,10038,NY,New York,111 South St,Yes,Yes
973,Jonny's Panini,(646) 484-5733,4.5,$,10018,NY,New York,493A 9th Ave,Yes,Yes
974,Sushi Azabu,(212) 274-0428,4,$$$$,10013,NY,New York,428 Greenwich St,Yes,Yes
975,by CHLOE,(917) 743-5907,4,$$,10012,NY,New York,185 Bleecker St,No,Yes
976,DOMODOMO,(646) 707-0301,4.5,$$$,10012,NY,New York,138 W Houston St,No,No
977,Takashi,(212) 414-2929,4,$$$,10014,NY,New York,456 Hudson St,No,No
978,Bread & Joe,(347) 223-4865,5,$,11215,NY,Brooklyn,618 4th Ave,No,Yes
979,Lois,(212) 475-1400,4.5,$$,10009,NY,New York,98 Loisaida Ave,No,No
980,Battery Park,(000) 000-0000,4.5,0,10079,NY,New York,State St & Battery Pl,No,No
981,Xe May Sandwich Shop,(212) 388-1688,4.5,$,10009,NY,New York,96 Saint Marks Pl,Yes,Yes
982,Midwinter Kitchen,(212) 505-8500,4.5,$$,10003,NY,New York,327 2nd Ave,No,Yes
983,Pier 25,(212) 766-1104,4.5,0,10013,NY,New York,225 W St,No,No
984,Stumptown,(347) 414-7802,4.5,$$,10011,NY,New York,30 W 8th St,No,Yes
985,Bobwhite Counter,(212) 228-2972,4.5,$$,10009,NY,New York,94 Ave C,Yes,Yes
986,Bar B,(212) 229-1888,4.5,$$,10011,NY,New York,84 7th Ave,No,Yes
987,Luke's Lobster,(212) 387-8487,4,$$,10009,NY,New York,93 E 7th St,No,Yes
988,Koneko,(646) 370-5699,4.5,$$,10002,NY,New York,26 Clinton St,No,Yes
989,Hummus Market,(718) 599-5600,4.5,$$,11211,NY,Brooklyn,361 Graham Ave,Yes,Yes
990,Rockwood Music Hall,(212) 477-4155,4.5,$$,10002,NY,New York,196 Allen St,No,No
991,Cocoron,(212) 925-5220,4,$$,10002,NY,New York,61 Delancey St,No,No
992,El Mate,(718) 222-1102,4.5,$$,11231,NY,Brooklyn,550 Court St,Yes,Yes
993,Cheese Grille,(212) 460-9383,4.5,$,10002,NY,New York,188 Allen St,Yes,Yes
994,Punjabi Grocery & Deli,(212) 533-3356,4.5,$,10009,NY,New York,114 E 1st St,No,Yes
995,T-Swirl Crepe,(212) 614-0200,4.5,$,10003,NY,New York,247 E 14th St,Yes,Yes
996,Madison Square Park,(212) 520-7600,4.5,0,10010,NY,New York,Eleven Madison Ave,No,No
997,Rubirosa,(212) 965-0500,4,$$,10012,NY,New York,235 Mulberry St,No,Yes
998,Attaboy,(000) 000-0000,4,$$$,10002,NY,New York,134 Eldridge St,No,No
999,Marc Forgione,(212) 941-9401,4,$$$,10013,NY,New York,134 Reade St,No,No
1000,Okonomi,(718) 302-0598,4.5,$$,11211,NY,Brooklyn,150 Ainslie St,No,No
1001,Murray's Cheese Bar,(646) 476-8882,4,$$,10014,NY,New York,264 Bleecker St,No,Yes
1002,Court Street Grocers,(718) 722-7229,4.5,$$,11231,NY,Brooklyn,485 Court St,No,Yes
1003,Xixa,(718) 388-8860,4.5,$$$,11211,NY,Brooklyn,241 S 4th St,No,No
1004,Harney & Sons SoHo,(212) 933-4853,4,$$,10013,NY,New York,433 Broome St,No,Yes
1005,Juicy Spot Cafe,(646) 870-0188,4.5,$,10013,NY,New York,33 Pell Street,No,Yes
1006,DavidsTea,(212) 414-8599,4.5,$$,10014,NY,New York,275 Bleecker St,No,Yes
1007,Van Leeuwen Artisan Ice Cream,(917) 475-1448,4.5,$$,10014,NY,New York,152 W 10th St,No,Yes
1008,T Shop,(646) 726-4086,5,$$,10012,NY,New York,247 Elizabeth St,No,No
1009,Kottu House,(646) 781-9222,4.5,$$,10002,NY,New York,250 Broome St,Yes,Yes
1010,The Dead Rabbit,(646) 422-7906,4,$$,10004,NY,New York,30 Water St,No,No
1011,Garfunkel's,(212) 529-6900,4.5,$$,10002,NY,New York,67 Clinton St,No,No
1012,Madman Espresso,(212) 505-2233,4.5,$,10003,NY,New York,319 E 14th St,No,Yes
1013,L.E.S kitchen,(646) 952-2313,4.5,$,10002,NY,New York,15 Essex St,Yes,Yes
1014,Chrysler Building,(212) 682-3070,4.5,0,10174,NY,New York,405 Lexington Ave,No,No
1015,Featherweight,(646) 257-0946,4.5,$$,11206,NY,Brooklyn,135 Graham Ave,No,No
1016,Hudson River Park,(212) 627-2020,4.5,0,10001,NY,New York,59th St,No,No
1017,Dominique Bistro,(929) 777-5895,4.5,$$,10014,NY,New York,14 Christopher St,Yes,Yes
1018,Riverdel,(718) 928-7702,5,$$,11238,NY,Brooklyn,820 Washington Ave,No,No
1019,Nitecap,(212) 466-3361,4.5,$$,10002,NY,New York,151 Rivington St,No,No
1020,B Side Pizza & Wine Bar,(646) 679-7225,4.5,$$,10019,NY,New York,370 W 51st St,No,Yes
1021,Lam Zhou Handmade Noodle,(212) 566-6933,4,$,10002,NY,New York,144 E Broadway,No,Yes
1022,The River Cafe,(718) 522-5200,4,$$$$,11201,NY,Brooklyn,1 Water St,No,No
1023,Hook & Ladder 8 - Ghostbusters,(000) 000-0000,5,0,10013,NY,New York,14 N Moore St,No,No
1024,Ringolevio,(347) 335-0056,4.5,$$,11222,NY,Brooklyn,490 Humboldt St,Yes,Yes
1025,Scarpetta,(212) 691-0555,4,$$$,10014,NY,New York,355 W 14th St,No,No
1026,Nuyorican Poets Cafe,(212) 505-8183,4.5,$,10009,NY,New York,236 E 3rd St,No,No
1027,Virginia's,(212) 658-0182,4.5,$$$,10009,NY,New York,647 E 11th St,No,Yes
1028,Banh Mi Saigon,(212) 941-1541,4,$,10013,NY,New York,198 Grand St,Yes,Yes
1029,Pepolino Restaurant,(212) 966-9983,4.5,$$$,10013,NY,New York,281 W Broadway,No,Yes
1030,Peasant Stock,(917) 601-9776,4.5,$,10002,NY,New York,120 Essex St,No,Yes
1031,Pearl Oyster Bar,(212) 691-8211,4,$$$,10014,NY,New York,18 Cornelia St,No,Yes
1032,Tikka Indian Grill,(718) 768-2262,4.5,$$,11211,NY,Brooklyn,185 Grand St,Yes,Yes
1033,Eight Turn Crepe,(212) 334-3408,4,$,10012,NY,New York,55 Spring St,Yes,Yes
1034,Loi Estiatorio,(212) 713-0015,4.5,$$$,10019,NY,New York,132 W 58th St,Yes,Yes
1035,La Colombe Coffee,(212) 343-1515,4,$$,10013,NY,New York,319 Church St,No,Yes
1036,goa taco,(347) 276-5103,4.5,$,10002,NY,New York,79 Delancey St,Yes,Yes
1037,Banh Mi Zon,(646) 524-6384,4.5,$,10009,NY,New York,443 E 6th St,Yes,Yes
1038,Juicy Spot Cafe,(212) 933-0478,4.5,$,10002,NY,New York,109 Ludlow St,No,Yes
1039,Livenrich,(212) 602-1388,5,$$,10006,NY,New York,99 Washington St,Yes,Yes
1040,The Little Owl,(212) 741-4695,4,$$$,10014,NY,New York,90 Bedford St,No,No
1041,The NoMad Restaurant,(347) 472-5660,4,$$$$,10001,NY,New York,1170 Broadway,No,No
1042,Mamoun's Falafel,(646) 870-5785,4,$,10003,NY,New York,30 St Marks Pl,No,Yes
1043,Yemen Cafe,(718) 834-9533,4.5,$$,11201,NY,Brooklyn,176 Atlantic Ave,No,Yes
1044,Esprezzatura Coffee and Tea,(000) 000-0000,5,$,10005,NY,New York,Hanover Square,No,Yes
1045,Trademark Taste & Grind,(646) 858-2320,4.5,$$,10018,NY,New York,38 W 36th St,No,Yes
1046,Brooklyn Roasting Company,(718) 855-1000,4.5,$$,11201,NY,Brooklyn,25 Jay St,No,Yes
1047,Brooklyn Kolache Co,(718) 398-1111,4.5,$,11205,NY,Brooklyn,520 DeKalb Ave,Yes,Yes
1048,Love Mamak,(347) 394-5085,4,$$,10003,NY,New York,174 2nd Ave,Yes,Yes
1049,Hi-Collar,(212) 777-7018,4.5,$$,10003,NY,New York,214 E 10th St,No,No
1050,Ess-a-Bagel,(212) 260-2252,4,$,10009,NY,New York,324 1st Ave,No,Yes
1051,Gotan,(212) 431-5200,4.5,$$,10013,NY,New York,130 Franklin St,No,Yes
1052,Smalls Jazz Club,(646) 476-4346,4.5,$$,10014,NY,New York,183 W 10th St,No,No
1053,Everybody Eats,(718) 369-7444,4.5,$$,11215,NY,Brooklyn,294 3rd Ave,Yes,No
1054,The Coffee Foundry,(646) 535-5220,4.5,$,10014,NY,New York,186 W 4th St,No,Yes
1055,ABC Kitchen,(212) 475-5829,4,$$$,10003,NY,New York,35 E 18th St,No,No
1056,Bosie Tea Parlor,(212) 352-9900,4,$$,10014,NY,New York,10 Morton St,No,Yes
1057,Piacere,(212) 219-4080,4,$$,10013,NY,New York,351 Broome St,Yes,Yes
1058,Zest,(212) 677-3158,4,$$,10002,NY,New York,249 Broome St,Yes,Yes
1059,Ippudo NY,(212) 388-0088,4,$$,10003,NY,New York,65 4th Ave,No,No
1060,Korchma Taras Bulba,(212) 510-7510,4,$$,10013,NY,New York,357 W Broadway,Yes,Yes
1061,Patacon Pisao,(646) 678-5913,4.5,$,10002,NY,New York,139 Essex St,Yes,Yes
1062,Sullivan Street Tea & Spice Company,(212) 387-8702,4.5,$$,10012,NY,New York,"208 Sullivan St, manhattan",No,Yes
1063,Whispering Gallery,(212) 340-2583,4.5,0,10017,NY,New York,87 E 42nd St,No,No
1064,Sons of Thunder,(646) 863-2212,4.5,$$,10016,NY,New York,204 E 38th St,No,Yes
1065,The Lobster Place,(877) 383-1237,4,$$,10011,NY,New York,75 9th Ave,No,Yes
1066,Mighty Quinn's Barbeque,(212) 677-3733,4,$$,10003,NY,New York,103 2nd Ave,No,Yes
1067,Palma,(212) 691-2223,4,$$$,10014,NY,New York,28 Cornelia St,No,No
1068,Avant Garden,(646) 922-7948,4.5,$$$,10009,NY,New York,130 E 7th St,No,No
1069,Off The Bridge,(212) 775-8599,5,$,10002,NY,New York,105 Canal St,No,Yes
1070,Ninth Street Espresso,(212) 228-2930,4.5,$,10011,NY,New York,75 9th Ave,No,Yes
1071,Seven Grams Caffe,(212) 229-2163,4.5,$,10001,NY,New York,275 7th Ave,Yes,Yes
1072,Brooklyn Bagel & Coffee Company,(212) 924-2824,4,$,10001,NY,New York,286 8th Ave,Yes,Yes
1073,Wallflower,(646) 682-9842,4.5,$$$,10014,NY,New York,235 W 12th St,No,No
1074,Flatiron Room,(212) 725-3860,4.5,$$$,10010,NY,New York,37 W 26th St,No,No
1075,The Clam,(212) 242-7420,4.5,$$$,10014,NY,New York,420 Hudson St,No,No
1076,Bethesda Terrace,(000) 000-0000,4.5,0,10023,NY,New York,Central Park,No,No
1077,Chikarashi,(646) 649-5965,4.5,$$,10013,NY,New York,227 Canal St,No,Yes
1078,Sugarcube Dessert & Coffee,(929) 424-5616,4.5,$$,11101,NY,Long Island City,10-16 50th Ave,No,Yes
1079,Ling Kee Beef Jerky,(212) 965-1206,4.5,$,10002,NY,New York,42 Canal St,No,Yes
1080,Patrizia's,(718) 218-9272,4,$$,11249,NY,Brooklyn,35 Broadway,Yes,Yes
1081,The Saint Austere,(718) 388-0012,4.5,$$,11211,NY,Brooklyn,613 Grand St,No,Yes
1082,The Doughnut Project,(212) 691-5000,4.5,$,10014,NY,New York,10 Morton St,No,Yes
1083,Blossom,(212) 627-1144,4,$$$,10011,NY,New York,187 9th Ave,Yes,Yes
1084,Reyes Deli & Grocery,(718) 369-3211,4.5,$,11215,NY,Brooklyn,532 4th Ave,Yes,Yes
1085,Taim Falafel,(212) 219-0600,4,$,10012,NY,New York,45 Spring St,Yes,Yes
1086,Amorino,(212) 253-5599,4,$$,10003,NY,New York,60 University Pl,No,Yes
1087,Creperie NYC,(212) 253-6705,4,$,10012,NY,New York,112 Macdougal St,Yes,Yes
1088,Zenkichi,(718) 388-8985,4,$$$,11211,NY,Brooklyn,77 N 6th St,No,No
1089,Compagnie des Vins Surnaturels,(212) 343-3660,4.5,$$$,10013,NY,New York,249 Ctr St,No,No
1090,Sweet Chick,(646) 657-0233,4,$$,10002,NY,New York,178 Ludlow St,No,Yes
1091,Red Lantern Bicycles,(347) 889-5338,4.5,$$,11205,NY,Brooklyn,345 Myrtle Ave,No,Yes
1092,Paloma Rocket,(917) 262-0869,4.5,$,10002,NY,New York,7 Clinton Street,No,No
1093,Alphabet City Beer Company,(646) 422-7103,4.5,$$,10009,NY,New York,96 Ave C,No,Yes
1094,Num Pang Sandwich Shop,(646) 791-0439,4,$,10003,NY,New York,28 E 12th St,Yes,Yes
1095,2nd City,(917) 639-3262,4.5,$,10014,NY,New York,525 Hudson St,Yes,Yes
1096,PN Wood Fired Pizza,(646) 964-4834,4.5,$$,10001,NY,New York,2 W 28th St,No,Yes
1097,Buddakan,(212) 989-6699,4,$$$,10011,NY,New York,75 9th Ave,No,No
1098,Pepe Rosso Social,(212) 219-0019,4,$$,10013,NY,New York,173 Mott St,Yes,Yes
1099,Beyond Sushi - Chelsea Market,(212) 929-2889,4.5,$$,10011,NY,New York,75 9th Ave,Yes,Yes
1100,Sam's Falafel Stand,(000) 000-0000,4.5,$,10006,NY,New York,Cedar St and Broadway,No,Yes
1101,The Halal Guys,(000) 000-0000,4.5,$,10019,NY,New York,W 53rd St 6th Ave,No,Yes
1102,Luzzo's,(212) 473-7447,4,$$,10003,NY,New York,211 1st Ave,Yes,Yes
1103,Blossom Ice Cream,(929) 337-7595,4.5,$,11201,NY,Brooklyn,196 Court St,No,No
1104,C&B,(212) 674-2985,4.5,$$,10009,NY,New York,178 E 7th St,No,Yes
1105,Aunt Jake's,(646) 858-0470,4,$$,10013,NY,New York,151 Mulberry Street,Yes,Yes
1106,Saigon Vietnamese Sandwich Deli,(212) 219-8341,4,$,10013,NY,New York,369 Broome St,No,Yes
1107,The McKittrick Hotel,(212) 904-1880,5,$$$,10001,NY,New York,530 W 27th St,No,No
1108,Sweet & Sara,(718) 707-2808,5,$,11101,NY,Long Island City,43-31 33rd St,No,No
1109,Oiji,(646) 767-9050,4.5,$$$,10003,NY,New York,119 1st Ave,No,No
1110,Craft,(212) 780-0880,4,$$$$,10003,NY,New York,43 E 19th St,No,No
1111,Sugarburg,(917) 618-3029,4.5,$$,11211,NY,Brooklyn,519 Metropolitan Ave,No,Yes
1112,Sottocasa Pizzeria- Boerum Hill,(718) 852-8758,4.5,$$,11201,NY,Brooklyn,298 Atlantic Ave,Yes,Yes
1113,Minetta Tavern,(212) 475-3850,4,$$$,10012,NY,New York,113 Macdougal St,No,No
1114,Market Table,(212) 255-2100,4,$$$,10014,NY,New York,54 Carmine St,Yes,Yes
1115,Tuome,(646) 833-7811,4,$$$,10009,NY,New York,536 E 5th St,No,No
1116,The Alcove,(347) 813-4159,5,$$,11104,NY,New York,"41-11 49th Street,  Sunnyside",No,Yes
1117,Ootoya Chelsea,(212) 255-0018,4,$$,10011,NY,New York,8 W 18th St,No,No
1118,Rafele Ristorante,(212) 242-1999,4.5,$$$,10014,NY,New York,29 7th Ave S,No,Yes
1119,Nai Tapas Bar,(212) 677-1030,4,$$,10009,NY,New York,174 1st Ave,No,Yes
1120,Lamarca Cheese Shop,(212) 673-7920,4.5,$,10010,NY,New York,161 E 22nd St,Yes,Yes
1121,Wafels & Dinges,(000) 000-0000,4.5,$,0,NY,New York,0,No,Yes
1122,Gimme! Coffee,(212) 226-4011,4,$,10012,NY,New York,228 Mott St,No,Yes
1123,Rice Noodle Cart,(000) 000-0000,4.5,$,10002,NY,New York,At E Broadway and Rutgers St,No,Yes
1124,Johny's Luncheonette,(212) 243-6230,4,$,10001,NY,New York,124 W 25th St,Yes,Yes
1125,Golden Steamer,(212) 226-1886,4,$,10013,NY,New York,143-A Mott St,No,Yes
1126,Taste of Persia NYC,(917) 592-3467,4.5,$$,10011,NY,New York,12 W 18th St,No,Yes
1127,Xi'an Famous Foods,(212) 786-2068,4,$,10003,NY,New York,81 St Marks Pl,No,Yes
1128,Wolfnights,(646) 669-8070,4,$,10002,NY,New York,99 Rivington St,Yes,Yes
1129,Bite,(212) 677-3123,4,$,10003,NY,New York,211 E 14th St,Yes,Yes
1130,Third Rail Coffee,(000) 000-0000,4,$,10012,NY,New York,240 Sullivan St,No,Yes
1131,DeStefano's Steakhouse,(718) 384-2836,4.5,$$$,11211,NY,Brooklyn,89 Conselyea St,No,Yes
1132,Raoul's Restaurant,(212) 966-3518,4,$$$,10012,NY,New York,180 Prince St,No,No
1133,Mermaid Oyster Bar,(212) 260-0100,4,$$,10012,NY,New York,79 MacDougal St,No,No
1134,Lamazou,(212) 532-2009,4.5,$,10016,NY,New York,370 3rd Ave,Yes,Yes
1135,The Bolivian LLAMA Party,(347) 395-5481,4.5,$,10019,NY,New York,"1000 S 8th Ave,  Manhattan",No,Yes
1136,Ruby's Cafe,(212) 925-5755,4,$$,10012,NY,New York,219 Mulberry St,Yes,Yes
1137,La Cigogne,(718) 858-5641,4.5,$$,11231,NY,Brooklyn,215 Union St,Yes,Yes
1138,Sushi Yasuda,(212) 972-1001,4,$$$$,10017,NY,New York,204 E 43rd St,No,No
