Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout,Outdoor,Parking,Wifi
M Burger,(312) 254-8500,3.7,Average $25 for two people (approx.),60611,IL,Chicago,161 E. Huron Street,No,Yes,Yes,No,No
Pasta Palazzo,(773) 248-1400,4.1,Average $35 for two people (approx.),60614,IL,Chicago,1966 N. Halsted Street,No,Yes,No,No,No
The Bar on Buena,(773) 525-8665,4.3,Average $35 for two people (approx.) with alcohol,60613,IL,Chicago,910 W. Buena Avenue,No,Yes,Yes,No,No
Kit Kat Lounge and Supper Club,(773) 525-1111,3.6,Average $55 for two people (approx.) with alcohol,60613,IL,Chicago,3700 N. Halsted Street,No,No,Yes,No,No
Cafe Lucci,(847) 729-2268,4.1,Average $65 for two people (approx.)Lunch menu $35 for two people (approx.),60025,IL,Chicago,609 Milwaukee Avenue,No,Yes,No,No,No
Ania's Polish Deli,(847) 719-2370,3.7,Average $25 for two people (approx.),60047,IL,Chicago,780 S. Rand Road,No,No,No,No,No
The Boiler Room,(773) 276-5625,3.6,Average $40 for two people (approx.) with alcohol,60647,IL,Chicago,2210 N. California Avenue,No,Yes,No,No,No
New Rebozo Chicago,(312) 202-4191,3.6,Average $60 for two people (approx.),60611,IL,Chicago,46 E Superior Street,No,Yes,Yes,No,No
The Capital Grille,(847) 671-8125,3.8,Average $90 for two people (approx.) with alcohol,60018,IL,Chicago,5340 N River Road,No,Yes,Yes,No,No
Max's Take Out,(312) 553-0170,3.7,Average $15 for two people (approx.),60603,IL,Chicago,20 E Adams Street,No,Yes,No,No,No
Hachi's Kitchen,(773) 276-8080,3.9,Average $35 for two people (approx.),60647,IL,Chicago,2521 N California Avenue,No,Yes,Yes,No,No
Bombay Chopsticks by India House,(847) 380-5775,3.7,Average $50 for two people (approx.)Lunch menu $25 for two people (approx.),60194,IL,Chicago,721 W. Golf Road,No,Yes,Yes,No,No
Bow Truss Coffee Roasters,(312) 222-1306,3.2,Average $15 for two people (approx.),60654,IL,Chicago,406 North Wells Street,No,Yes,No,No,No
The Clubhouse,(630) 472-0600,3.6,Average $70 for two people (approx.)Lunch menu $50 for two people (approx.),60523,IL,Chicago,298 Oakbrook Center,No,Yes,Yes,Yes,No
Mago Grill & Cantina,(847) 253-2222,4.1,Average $50 for two people (approx.) with alcohol,60005,IL,Chicago,115 W. Campbell Street,No,Yes,Yes,No,No
Richard Walker's Pancake House,(847) 882-1100,3.9,Average $40 for two people (approx.),60195,IL,Chicago,1300 N. Roselle Road,No,Yes,Yes,No,No
Moretti's Ristorante And Pizzeria,(847) 397-4200,4,Average $40 for two people (approx.),60173,IL,Chicago,1799 South Busse Road,Yes,Yes,Yes,No,No
Lawrence's Fish & Shrimp,(312) 225-2113,3.9,Average $30 for two people (approx.),60616,IL,Chicago,2120 S. Canal Street,Yes,Yes,Yes,Yes,No
Ringo Japanese Kitchen,(773) 248-5788,3.8,Average $40 for two people (approx.),60614,IL,Chicago,2507 N Lincoln Avenue,Yes,Yes,No,No,No
Philly's Best,(773) 525-7900,3.8,Average $25 for two people (approx.),60657,IL,Chicago,907 W. Belmont Avenue,Yes,Yes,No,No,No
Dusek's,(312) 526-3851,3.7,Average $90 for two people (approx.) with alcoholLunch menu $35 for two people (approx.),60608,IL,Chicago,1227 W 18th Street,No,No,Yes,No,No
Two Brothers Roundhouse,(630) 264-2739,4,Average $65 for two people (approx.) with alcohol,60507,IL,Aurora,205 N Broadway,No,Yes,Yes,No,No
Gemato's Wood Pit BBQ,(630) 778-9990,4.4,Average $35 for two people (approx.),60540,IL,Chicago,1566 W Ogden Avenue,No,Yes,No,No,No
Curry Hut,(847) 432-2889,3.6,Average $40 for two people (approx.),60040,IL,Chicago,410 Sheridan Road,Yes,Yes,No,No,No
State Restaurant,(773) 975-8030,3.6,Average $50 for two people (approx.) with alcohol,60614,IL,Chicago,935 W. Webster Avenue,No,Yes,No,No,No
Ruth's Chris Steak House,(847) 498-6889,4.2,Average $100 for two people (approx.) with alcohol,60062,IL,Chicago,933 Skokie Boulevard,No,Yes,No,No,No
The Peasantry,(773) 868-4888,3.7,Average $45 for two people (approx.),60614,IL,Chicago,2723 N Clark Street,No,Yes,No,No,No
Schmaltz Deli,(630) 245-7595,4.1,Average $25 for two people (approx.),60563,IL,Chicago,1512 N Naper Boulevard,Yes,Yes,Yes,No,No
The Claim Company,(847) 291-9111,4,Average $40 for two people (approx.),60062,IL,Chicago,2000 Northbrook Court,No,Yes,No,No,No
Feed,(773) 489-4600,4,Average $20 for two people (approx.),60622,IL,Chicago,2803 W Chicago Avenue,No,Yes,No,No,No
Santorini,(312) 829-8820,3.9,Average $50 for two people (approx.),60607,IL,Chicago,800 W Adams Street,Yes,Yes,Yes,No,No
Kerryman,(312) 335-8121,3.7,Average $50 for two people (approx.) with alcoholLunch menu $35 for two people (approx.),60610,IL,Chicago,661 N Clark Street,No,Yes,Yes,Yes,No
Kona Grill,(847) 955-1210,3.7,Average $75 for two people (approx.),60069,IL,Chicago,940 Milwaukee Avenue,No,Yes,No,No,No
Buffalo Restaurant & Ice Cream Parlor,(847) 808-1120,3.7,Average $40 for two people (approx.),60089,IL,Chicago,1180 W Lake Cook Road,No,Yes,No,No,No
Pho Xe Lua,(773) 275-7512,3.2,Average $20 for two people (approx.),60640,IL,Chicago,1021 W. Argyle Street,No,Yes,No,No,No
Vertigo Sky Lounge,(312) 202-6060,3.3,Average $50 for two people (approx.) with alcohol,60654,IL,Chicago,Dana Hotel and Spa,No,No,Yes,No,No
Orange,(773) 248-0999,3.7,Average $35 for two people (approx.),60618,IL,Chicago,2011 W. Roscoe Street,No,Yes,No,No,No
Psistaria Greek Taverna,(847) 676-9400,3.9,Average $45 for two people (approx.),60712,IL,Lincolnwood,4711 W. Touhy Avenue,No,Yes,No,No,No
Salonica,(773) 752-3899,4,Average $35 for two people (approx.),60637,IL,Chicago,1440 E 57th Street,No,Yes,No,No,No
Bangers & Lace,(773) 252-6499,3.9,Average $50 for two people (approx.) with alcohol,60622,IL,Chicago,1670 W. Division Street,No,No,Yes,No,No
Sai Cafe,(773) 472-8080,4,Average $50 for two people (approx.),60614,IL,Chicago,2010 N. Sheffield Avenue,Yes,Yes,No,No,No
The Assembly,(847) 843-3993,3.7,Average $40 for two people (approx.),60169,IL,Chicago,Hoffman Estates 2570 Hassell Road,No,Yes,No,No,No
Alliance Bakery & Cafe,(773) 278-0366,3.7,Average $20 for two people (approx.),60622,IL,Chicago,1736 W Division Street,Yes,Yes,Yes,No,No
Uncle Sammy's,(773) 525-4800,4.1,Average $25 for two people (approx.),60614,IL,Chicago,1231 W. Fullerton Avenue,Yes,Yes,No,No,No
Green Door Tavern,(312) 664-5496,3.8,Average $45 for two people (approx.) with alcohol,60654,IL,Chicago,678 N Orleans Street,No,Yes,No,No,No
That Little Mexican Cafe,(773) 769-1004,3.8,Average $40 for two people (approx.),60660,IL,Chicago,1055 W. Bryn Mawr Avenue,No,Yes,Yes,No,No
Pita Inn,(847) 808-7733,4,Average $25 for two people (approx.),60090,IL,Chicago,122 S. Elmhurst Road,No,Yes,Yes,No,No
EggShells,(847) 719-3447,3.9,Average $25 for two people (approx.),60047,IL,Chicago,596 W. Route 22,Yes,Yes,Yes,No,No
Rajun Cajun,(773) 955-1145,3.7,Average $25 for two people (approx.),60615,IL,Chicago,1459 E 53rd Street,Yes,Yes,No,No,No
Acadia,(312) 360-9500,3.6,Average $120 for two people (approx.),60616,IL,Chicago,1639 S. Wabash Avenue,No,No,No,No,No
Howl at the Moon,(312) 863-7427,3.2,Average $45 for two people (approx.) with alcohol,60654,IL,Chicago,26 W Hubbard Street,No,No,Yes,No,No
John & Tony's,(630) 520-0593,3.4,Average $150 for two people (approx.) with alcohol,60185,IL,Chicago,27W371 North Avenue,Yes,Yes,Yes,No,No
Homeslice,(312) 789-4600,3.5,Average $45 for two people (approx.),60614,IL,Chicago,938 W Webster Avenue,No,Yes,Yes,No,No
Kitty O'Shea's,(312) 294-6860,3.4,Average $55 for two people (approx.) with alcohol,60605,IL,Chicago,720 S Michigan Avenue,No,Yes,Yes,No,No
Bistronomic,(312) 944-8400,3.8,Average $70 for two people (approx.)Lunch menu $40 for two people (approx.),60611,IL,Chicago,840 N Wabash Avenue,No,Yes,Yes,No,No
Maravilla's Restaurant,(773) 643-3155,3.7,Average $45 for two people (approx.),60637,IL,Chicago,5506 S Lake Park Avenue,Yes,Yes,No,No,No
Hendrickx Belgian Bread Crafter,(312) 649-6717,3.8,Average $25 for two people (approx.),60611,IL,Chicago,1100 E Walton Street Walton Colonnade,No,Yes,Yes,No,No
Yerbabuena,(630) 852-8040,4,Average $55 for two people (approx.)Lunch menu $35 for two people (approx.),60532,IL,Lisle,4732 Main Street,No,Yes,Yes,No,No
Front Street Cantina,(630) 369-5218,3.8,Average $45 for two people (approx.)Lunch menu $30 for two people (approx.),60540,IL,Naperville,15 W. Jefferson Avenue,No,Yes,Yes,No,No
Ted's Montana Grill,(630) 783-2493,3.5,Average $60 for two people (approx.),60440,IL,Chicago,623 E Boughton Road,No,Yes,Yes,No,No
Ben's Noodles and Rice,(773) 907-8936,4.2,Average $30 for two people (approx.)Lunch menu $20 for two people (approx.),60660,IL,Chicago,1139 W. Bryn Mawr Avenue,Yes,Yes,No,No,No
Meli Cafe,(312) 834-0500,3.5,Average $40 for two people (approx.),60605,IL,Chicago,500 S Dearborn Street,No,Yes,Yes,No,No
Sneakers Sports Bar & Grill,(847) 455-4444,3.1,Average $30 for two people (approx.) with alcohol,60131,IL,Chicago,9721 Grand Avenue,Yes,Yes,Yes,No,No
L'Eiffel Bistrot & Creperie,(847) 428-4783,3.5,Average $150 for two people (approx.),60118,IL,Chicago,100 W Higgins Road,No,Yes,Yes,No,No
Jimmy's Charhouse,(847) 923-5000,3.5,Average $75 for two people (approx.),60007,IL,Chicago,1180 W Devon Avenue,No,Yes,No,No,No
Golden Thai,(312) 733-0760,2.9,Average $20 for two people (approx.),60607,IL,Chicago,1509 W. Taylor Street,Yes,Yes,No,No,No
ROOF on theWit,(312) 239-9501,3.4,Average $50 for two people (approx.) with alcohol,60601,IL,Chicago,201 N State Street,No,No,Yes,No,No
Max & Benny's Restaurant,(847) 272-9490,3.8,Average $30 for two people (approx.),60062,IL,Chicago,461 Waukegan Road,Yes,Yes,No,No,No
Bill's Pizza & Pub,(847) 566-5380,4,Average $40 for two people (approx.),60060,IL,Mundelein,624 S. Lake Street,No,Yes,No,No,No
The Sit Down Cafe & Sushi Bar,(773) 324-3700,4,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),60615,IL,Chicago,1312 E. 53rd Street,No,Yes,Yes,No,No
Father & Son,(773) 252-2620,4.1,Average $45 for two people (approx.),60647,IL,Chicago,2475 N Milwaukee Avenue,Yes,Yes,No,No,No
Daily Bar & Grill,(773) 561-6198,3.9,Average $40 for two people (approx.) with alcohol,60625,IL,Chicago,4560 N. Lincoln Avenue,No,Yes,Yes,No,No
Dinotto Pizza E Vino,(312) 202-0302,3.8,Average $40 for two people (approx.)Lunch menu $35 for two people (approx.),60610,IL,Chicago,1551 N Wells Street,Yes,Yes,Yes,No,No
Found Kitchen and Social House,(847) 868-8945,3.5,Average $60 for two people (approx.)Lunch menu $40 for two people (approx.),60201,IL,Evanston,1631 Chicago Avenue,No,Yes,Yes,No,No
Rootstock,(773) 292-1616,3.9,Average $40 for two people (approx.) with alcohol,60622,IL,Chicago,954 N. California Avenue,No,Yes,Yes,No,No
Native Foods Café,(773) 549-4904,3.6,Average $30 for two people (approx.),60657,IL,Chicago,1023 W Belmont Avenue,Yes,Yes,No,No,No
Shula's Steak House,(312) 670-0788,3.5,Average $110 for two people (approx.) with alcohol,60611,IL,Chicago,301 E. North Water Street,No,Yes,No,No,No
BluFish Sushi Bistro,(847) 272-7990 (847) 272-3474,4.1,Average $50 for two people (approx.),60026,IL,Chicago,2733 Pfingsten Rd,No,Yes,No,No,No
P.F. Chang's,(847) 610-8000,4.1,Average $50 for two people (approx.),60173,IL,Chicago,5 Woodfield Mall,No,Yes,Yes,Yes,No
Alfie's Inn,(630) 858-2506,3.8,Average $45 for two people (approx.),60137,IL,Chicago,425 Roosevelt Road,No,Yes,Yes,No,No
Habana Libre,(312) 243-3303,4.1,Average $45 for two people (approx.),60622,IL,Chicago,1440 W. Chicago Avenue,Yes,Yes,Yes,No,No
Taxim,(773) 252-1558,3.8,Average $75 for two people (approx.),60622,IL,Chicago,1558 N. Milwaukee Avenue,No,Yes,Yes,No,No
Farmhouse,(847) 492-9700,3.6,Average $60 for two people (approx.)Lunch menu $30 for two people (approx.),60201,IL,Evanston,703 Church Street,No,Yes,Yes,No,No
Biaggi's Ristorante Italiano,(847) 438-1850,4.1,Average $75 for two people (approx.),60010,IL,Chicago,20560 N Rand Road,No,Yes,No,No,No
Wicker Park Sushi Bar,(773) 686-6180,3.5,Average $150 for two people (approx.),60666,IL,Chicago,O'Hare International Airport,No,Yes,No,No,No
Fleming's Prime Steakhouse & Wine Bar,(312) 329-9463,3.8,Average $120 for two people (approx.),60611,IL,Chicago,25 E Ohio Street,No,Yes,No,No,No
Erie Cafe,(312) 266-2300,3.6,Average $80 for two people (approx.)Lunch menu $60 for two people (approx.),60610,IL,Chicago,536 W Erie Street,No,Yes,Yes,No,No
Le Bernardin,(212) 554-1515,4.4,Average $150 for two people (approx.),10019,NY,New York,155 W 51st Street,No,No,No,No,No
Buddakan,(212) 989-6699,4.6,Average $125 for two people (approx.) with alcohol,10011,NY,New York,75 9th Avenue,No,No,No,No,No
Katz's Delicatessen,(212) 254-2246,4.5,Average $30 for two people (approx.),10002,NY,New York,205 East Houston Street,No,Yes,No,No,No
Lombardi's Pizza,(212) 941-7994,4.4,Average $50 for two people (approx.),10012,NY,New York,32 Spring Street,Yes,Yes,No,No,No
Junior's,(212) 302-2000,4.4,Average $45 for two people (approx.)Lunch menu $25 for two people (approx.),10036,NY,New York,1515 Broadway,Yes,Yes,Yes,No,No
Eleven Madison Park,(212) 889-0905,4.8,Average $600 for two people (approx.),10010,NY,New York,11 Madison Avenue,No,No,No,No,No
Balthazar,(212) 965-1414,4,Average $140 for two people (approx.)Lunch menu $70 for two people (approx.),10012,NY,New York,80 Spring Street,No,Yes,No,No,No
Dominique Ansel Bakery,(212) 219-2773,4.4,Average $35 for two people (approx.),10012,NY,New York,189 Spring Street,No,Yes,Yes,No,No
Spice Market,(212) 675-2322,4.1,Average $85 for two people (approx.),10014,NY,New York,403 W 13th Street,Yes,Yes,Yes,No,No
The Halal Guys,(347) 527-1505,4.3,Average $25 for two people (approx.),10019,NY,New York,6th Avenue & W 53rd Street,No,No,No,No,No
The Spotted Pig,(212) 620-0393,4.2,Average $70 for two people (approx.) with alcohol,10014,NY,New York,314 W 11th Street,No,No,No,No,No
Five Napkin Burger,(212) 757-2277,4.7,Average $85 for two people (approx.)Lunch menu $60 for two people (approx.),10036,NY,New York,630 9th Avenue,No,Yes,Yes,No,No
Cafeteria,(212) 414-1717,3.9,Average $75 for two people (approx.) with alcohol,10011,NY,New York,119 7th Avenue,Yes,Yes,Yes,No,No
Shake Shack,(646) 435-0135,4.7,Average $30 for two people (approx.),10036,NY,New York,691 8th Avenue,No,Yes,No,No,No
Peter Luger Steak House,(718) 387-7400,4.1,Average $150 for two people (approx.),11211,NY,Brooklyn,178 Broadway,No,No,No,No,No
Carnegie Deli,(212) 757-2245,4,Average $20 for two people (approx.),10019,NY,New York,854 7th Avenue,Yes,Yes,No,No,No
Momofuku Noodle Bar,(212) 777-1603,4.3,Average $70 for two people (approx.)Lunch menu $60 for two people (approx.),10003,NY,New York,171 1st Avenue,Yes,Yes,No,No,No
Serendipity 3,(212) 838-3531,3.9,Average $75 for two people (approx.),10022,NY,New York,225 E 60th Street,No,No,No,No,No
Daniel,(212) 288-0033,3.9,Average $330 for two people (approx.),10065,NY,New York,60 E 65th Street,No,No,No,No,No
Gramercy Tavern,(212) 477-0777 (212) 477-0393,4.1,Average $160 for two people (approx.)Lunch menu $120 for two people (approx.),10003,NY,New York,42 E 20th Street,No,Yes,No,No,No
John's Pizza of Times Square,(212) 391-6840,4,Average $40 for two people (approx.),10036,NY,New York,260 W 44th Street,Yes,Yes,No,No,No
Pommes Frites,(212) 674-1234,4.5,Average $35 for two people (approx.),10012,NY,New York,128 Macdougal Street,Yes,Yes,No,No,No
Tao,(212) 888-2288,3.9,Average $150 for two people (approx.)Lunch menu $70 for two people (approx.),10022,NY,New York,42 E 58th Street,Yes,Yes,No,No,No
Burger Joint,(212) 708-7414,4.5,Average $25 for two people (approx.),10019,NY,New York,Le Parker Meridien Hotel,No,Yes,No,No,No
Keens Steakhouse,(212) 947-3636,4.2,Average $140 for two people (approx.),10018,NY,New York,72 W 36th Street,No,Yes,No,No,No
Ippudo,(212) 388-0088,4.4,Average $40 for two people (approx.)Lunch menu $40 for two people (approx.),10003,NY,New York,65 4th Avenue,No,No,No,No,No
Grimaldi's Pizzeria,(718) 858-4300,4,Average $50 for two people (approx.),11201,NY,Brooklyn,1 Front Street,No,Yes,No,No,No
Dinosaur Bar-B-Que,(212) 694-1777,4.2,Average $40 for two people (approx.),10027,NY,New York,700 W 125th Street,Yes,Yes,No,No,No
Carmine's,(212) 221-3800,4.1,Average $100 for two people (approx.),10036,NY,New York,200 W 44th Street,Yes,Yes,Yes,No,No
Max Brenner,(646) 467-8802,4.3,Average $70 for two people (approx.),10003,NY,New York,841 Broadway,No,Yes,No,No,No
Per Se,(212) 823-9335,4.3,Average $500 for two people (approx.),10019,NY,New York,Time Warner Center,No,No,No,No,No
Nobu,(212) 219-0500,4,Average $250 for two people (approx.),10013,NY,New York,105 Hudson Street,No,No,No,No,No
S'Mac,(212) 358-7912,4.5,Average $25 for two people (approx.),10003,NY,New York,345 E 12th Street,Yes,Yes,No,No,No
Babbo,(212) 777-0303,3.8,Average $150 for two people (approx.),10011,NY,New York,110 Waverly Place,No,No,No,No,No
Corner Bistro,(212) 242-9502,4.1,Average $25 for two people (approx.) with alcohol,10014,NY,New York,331 W 4th Street,Yes,Yes,No,No,No
Veselka,(212) 228-9682,4,Average $40 for two people (approx.),10003,NY,New York,144 2nd Avenue,Yes,Yes,Yes,No,No
Joe's Shanghai,(212) 233-8888,4.2,Average $30 for two people (approx.),10013,NY,New York,9 Pell Street,No,Yes,No,No,No
Virgil's Real Barbecue,(212) 921-9494,3.9,Average $50 for two people (approx.)Lunch menu $50 for two people (approx.),10036,NY,New York,152 W 44th Street,Yes,Yes,No,No,No
Doughnut Plant,(212) 505-3700,4.7,Average $15 for two people (approx.),10002,NY,New York,379 Grand Street,No,Yes,No,No,No
Otto Enoteca & Pizzeria,(212) 995-9559,4,Average $60 for two people (approx.),10003,NY,New York,5th Avenue 8th Street,Yes,Yes,No,No,No
Blue Smoke,(212) 447-7733,4.1,Average $70 for two people (approx.),10016,NY,New York,116 E 27th Street,Yes,Yes,Yes,No,No
Becco,(212) 397-7597 (212) 397-7597,4.2,Average $110 for two people (approx.)Lunch menu $60 for two people (approx.),10036,NY,Theater District,355 W 46th Street,No,No,Yes,No,No
Sea Restaurant,(718) 384-8850,4,Average $50 for two people (approx.)Lunch menu $40 for two people (approx.),11249,NY,Brooklyn,114 N 6th Street,Yes,Yes,No,No,No
Cookshop,(212) 924-4440,4,Average $70 for two people (approx.)Lunch menu $50 for two people (approx.),10011,NY,New York,156 10th Avenue,No,No,Yes,No,No
Magnolia Bakery,(212) 462-2572,4,Average $15 for two people (approx.),10014,NY,New York,401 Bleecker Street,Yes,Yes,No,No,No
Momofuku Milk Bar,(347) 577-9504,4.3,Average $15 for two people (approx.),10003,NY,New York,251 East 13th Street,No,Yes,Yes,No,No
Gotham Bar and Grill,(212) 620-4020,4.3,Average $120 for two people (approx.),10003,NY,New York,12 E 12th Street,No,No,No,No,No
Morimoto,(212) 989-8883,4.2,Average $120 for two people (approx.)Lunch menu $100 for two people (approx.),10011,NY,New York,88 10th Avenue,Yes,Yes,No,No,No
Jean-Georges,(212) 299-3900,4.2,Average $300 for two people (approx.),10023,NY,New York,1 Central Park West,No,No,No,No,No
Gray's Papaya,(212) 799-0243,4,Average $20 for two people (approx.),10023,NY,New York,2090 Broadway,No,Yes,No,No,No
Blue Ribbon Brasserie,(212) 274-0404,4,Average $120 for two people (approx.) with alcohol,10012,NY,New York,97 Sullivan Street,No,Yes,No,No,No
Les Halles Park Avenue,(212) 679-4111,4.2,Average $140 for two people (approx.)Lunch menu $70 for two people (approx.),10016,NY,New York,411 Park Avenue South,No,Yes,Yes,No,No
Caracas Arepa Bar,(212) 529-2314,4.5,Average $30 for two people (approx.),10009,NY,New York,93 East 7th Street,No,Yes,No,No,No
Hill Country Barbecue Market,(212) 255-4544,4.1,Average $70 for two people (approx.)Lunch menu $35 for two people (approx.),10010,NY,New York,30 West 26th Street,No,Yes,Yes,No,No
Todd English Food Hall,(212) 986-9260,4,Average $100 for two people (approx.),10019,NY,New York,1 W 59th Street,No,Yes,No,No,No
Ayza Wine & Chocolate Bar,(212) 714-2992,3.8,Average $100 for two people (approx.) with alcohol,10016,NY,New York,11 West 31st Street,No,Yes,Yes,No,No
La Esquina,(646) 613-7100,4.1,Average $70 for two people (approx.),10012,NY,New York,114 Kenmare Street,Yes,Yes,Yes,No,No
Bouley,(212) 964-2525,4.2,Average $350 for two people (approx.)Lunch menu $150 for two people (approx.),10013,NY,New York,163 Duane Street,No,No,No,No,No
Artisanal Fromagerie & Bistro,(212) 725-8585,4,Average $100 for two people (approx.)Lunch menu $60 for two people (approx.),10016,NY,New York,2 Park Avenue,No,Yes,No,No,No
